sample,samples,TCGA_GTEX_main_category,_sample_type,_study,_primary_site,CD19,TNFRSF17,MS4A1,CD22,GPRC5D,SLAMF7,ERBB2,EGFR,MSLN,CD276,CD19_level,TNFRSF17_level,MS4A1_level,CD22_level,GPRC5D_level,SLAMF7_level,ERBB2_level,EGFR_level,MSLN_level,CD276_level,high_target_count,coexpress_2plus
TCGA-JY-A6FH-01,TCGA-JY-A6FH-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,5.057,2.79,3.181,3.853,5.718,5.924,13.72,11.2,13.13,12.58,Mid,Mid,Mid,Low,High,Mid,High,Mid,High,High,4,Yes
TCGA-LN-A49M-01,TCGA-LN-A49M-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,5.043,1.852,1.564,3.878,4.652,12.59,12.05,14.23,8.008,13.61,Mid,Mid,Low,Low,High,High,Mid,High,High,High,5,Yes
TCGA-LN-A49N-01,TCGA-LN-A49N-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,5.039,5.58,4.68,6.827,5.255,10.78,12.38,15.8,2.419,13.06,Mid,High,Mid,Mid,High,High,Mid,High,Low,High,5,Yes
TCGA-LN-A5U5-01,TCGA-LN-A5U5-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,5.022,4.066,7.252,6.657,5.075,7.875,12.04,13.37,6.675,12.14,Mid,Mid,High,Mid,High,Mid,Mid,High,Mid,High,4,Yes
TCGA-VR-AA4D-01,TCGA-VR-AA4D-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,4.997,2.383,7.842,5.839,6.835,4.041,18.41,11.31,8.085,11.1,Mid,Mid,High,Mid,High,Low,High,Mid,High,Mid,4,Yes
TCGA-2H-A9GO-01,TCGA-2H-A9GO-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,4.984,1.606,5.132,3.086,6.57,4.712,12.99,11.84,8.984,12.44,Mid,Mid,Mid,Low,High,Low,Mid,Mid,High,High,3,Yes
TCGA-L5-A4OH-01,TCGA-L5-A4OH-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,4.967,3.165,5.172,5.062,5.944,6.152,13.68,13.7,8.259,11.33,Mid,Mid,Mid,Low,High,Mid,High,High,High,Mid,4,Yes
TCGA-L5-A4OJ-01,TCGA-L5-A4OJ-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,4.952,7.585,4.254,3.621,5.599,9.215,13.45,18.35,7.576,11.87,Mid,High,Mid,Low,High,High,High,High,Mid,Mid,5,Yes
TCGA-L5-A4OT-01,TCGA-L5-A4OT-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,4.889,5.188,6.935,6.755,3.802,9.646,12.77,12.64,6.894,12.17,Mid,High,High,Mid,Mid,High,Mid,High,Mid,High,5,Yes
TCGA-2H-A9GH-01,TCGA-2H-A9GH-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,4.877,4.397,4.943,5.097,6.134,7.681,13.23,11.5,13.01,12.13,Mid,Mid,Mid,Low,High,Mid,High,Mid,High,High,4,Yes
TCGA-L5-A8NW-01,TCGA-L5-A8NW-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,4.876,4.457,6.168,6.815,5.338,9.707,13.4,13.82,9.244,11.69,Mid,Mid,Mid,Mid,High,High,High,High,High,Mid,5,Yes
TCGA-VR-A8EW-01,TCGA-VR-A8EW-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,4.87,3.535,7.169,5.999,6.905,7.272,13.16,14.19,5.25,12.43,Mid,Mid,High,Mid,High,Mid,High,High,Mid,High,5,Yes
TCGA-R6-A8W8-01,TCGA-R6-A8W8-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,4.849,6.011,4.62,4.547,5.477,9.389,14.15,17.2,6.566,11.04,Mid,High,Mid,Low,High,High,High,High,Mid,Mid,5,Yes
TCGA-V5-AASX-01,TCGA-V5-AASX-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,4.832,5.256,6.05,6.653,5.457,9.74,14.63,12.99,15.16,11.48,Mid,High,Mid,Mid,High,High,High,High,High,Mid,6,Yes
TCGA-L5-A8NJ-01,TCGA-L5-A8NJ-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,4.824,4.979,5.598,4.865,8.057,7.611,18.19,12.46,14.13,12.41,Mid,High,Mid,Low,High,Mid,High,Mid,High,High,5,Yes
TCGA-IG-A50L-01,TCGA-IG-A50L-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,4.76,4.379,2.202,5.375,6.78,7.563,12.28,16.85,7.556,13.69,Mid,Mid,Low,Low,High,Mid,Mid,High,Mid,High,3,Yes
TCGA-L5-A4OP-01,TCGA-L5-A4OP-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,4.698,6.531,5.919,5.016,6.46,8.936,14.18,13.1,15.13,12.29,Mid,High,Mid,Low,High,Mid,High,High,High,High,6,Yes
TCGA-VR-AA7B-01,TCGA-VR-AA7B-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,4.669,0.6744,2.799,5.152,6.168,7.14,16.89,13.79,10.38,14.28,Mid,Low,Mid,Low,High,Mid,High,High,High,High,5,Yes
TCGA-L5-A43M-01,TCGA-L5-A43M-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,4.636,6.363,6.281,5.214,6.233,9.2,13.99,11.91,15.28,12.81,Mid,High,Mid,Low,High,High,High,Mid,High,High,6,Yes
TCGA-LN-A49Y-01,TCGA-LN-A49Y-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,4.636,3.274,5.201,5.284,7.011,6.858,12.38,16.99,2.416,12.11,Mid,Mid,Mid,Low,High,Mid,Mid,High,Low,High,3,Yes
TCGA-VR-AA4G-01,TCGA-VR-AA4G-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,4.628,4.666,4.969,5.141,7.046,9.049,12.56,15.07,4.233,12.95,Mid,Mid,Mid,Low,High,High,Mid,High,Mid,High,4,Yes
TCGA-L5-A43I-01,TCGA-L5-A43I-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,4.605,6.208,4.255,5.023,5.905,7.95,14.74,15.14,12.66,10.43,Mid,High,Mid,Low,High,Mid,High,High,High,Low,5,Yes
TCGA-JY-A6FD-01,TCGA-JY-A6FD-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,4.599,3.128,4.347,4.436,6.668,9.264,12.57,15.61,6.799,12.67,Mid,Mid,Mid,Low,High,High,Mid,High,Mid,High,4,Yes
TCGA-JY-A6FA-01,TCGA-JY-A6FA-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,4.563,3.652,4.5,4.294,6.401,7.719,13.31,13.88,4.915,12.13,Mid,Mid,Mid,Low,High,Mid,High,High,Mid,High,4,Yes
TCGA-L5-A8NR-01,TCGA-L5-A8NR-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,4.506,2.135,0.0,7.783,5.58,6.785,17.93,13.47,12.61,12.12,Mid,Mid,Low,Mid,High,Mid,High,High,High,High,5,Yes
TCGA-Z6-AAPN-01,TCGA-Z6-AAPN-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,4.44,4.659,5.577,5.953,6.787,9.497,11.82,15.62,13.19,12.3,Mid,Mid,Mid,Mid,High,High,Mid,High,High,High,5,Yes
TCGA-V5-A7RB-01,TCGA-V5-A7RB-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,4.372,3.98,3.52,5.738,6.707,9.243,13.97,13.69,9.262,12.23,Mid,Mid,Mid,Mid,High,High,High,High,High,High,6,Yes
TCGA-VR-A8EQ-01,TCGA-VR-A8EQ-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,4.366,1.756,3.126,4.969,4.855,8.866,13.86,12.34,11.94,12.69,Mid,Mid,Mid,Low,High,Mid,High,Mid,High,High,4,Yes
TCGA-S8-A6BV-01,TCGA-S8-A6BV-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,4.254,3.673,5.811,6.856,2.874,7.867,12.53,13.15,9.314,11.65,Mid,Mid,Mid,Mid,Mid,Mid,Mid,High,High,Mid,2,Yes
TCGA-L5-A8NS-01,TCGA-L5-A8NS-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,4.222,4.838,6.117,6.936,6.516,10.09,13.68,12.7,13.53,11.85,Mid,Mid,Mid,Mid,High,High,High,High,High,Mid,5,Yes
TCGA-LN-A7HZ-01,TCGA-LN-A7HZ-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,4.191,4.99,3.211,5.377,4.77,10.1,11.45,12.29,1.702,11.92,Mid,High,Mid,Low,High,High,Mid,Mid,Low,Mid,3,Yes
TCGA-L5-A4OI-01,TCGA-L5-A4OI-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,4.157,2.924,6.155,4.774,5.931,6.662,14.32,12.96,13.39,11.54,Mid,Mid,Mid,Low,High,Mid,High,High,High,Mid,4,Yes
TCGA-ZR-A9CJ-01,TCGA-ZR-A9CJ-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,4.108,1.662,2.414,5.378,5.397,4.969,12.11,12.45,12.43,12.13,Mid,Mid,Low,Low,High,Mid,Mid,Mid,High,High,3,Yes
TCGA-LN-A8HZ-01,TCGA-LN-A8HZ-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,4.104,1.485,5.255,4.776,7.865,6.968,12.28,15.18,4.536,13.18,Mid,Mid,Mid,Low,High,Mid,Mid,High,Mid,High,3,Yes
TCGA-L5-A4OE-01,TCGA-L5-A4OE-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,4.102,4.407,6.304,5.79,6.112,10.13,12.55,14.16,9.974,10.94,Mid,Mid,Mid,Mid,High,High,Mid,High,High,Mid,4,Yes
TCGA-2H-A9GM-01,TCGA-2H-A9GM-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,4.1,5.477,5.587,5.202,5.308,8.61,13.08,12.08,6.613,12.04,Mid,High,Mid,Low,High,Mid,Mid,Mid,Mid,Mid,2,Yes
TCGA-LN-A8I1-01,TCGA-LN-A8I1-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,4.058,4.41,3.591,4.693,0.0,8.529,12.62,13.75,6.073,12.55,Mid,Mid,Mid,Low,Low,Mid,Mid,High,Mid,High,2,Yes
TCGA-IG-A3Y9-01,TCGA-IG-A3Y9-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,4.054,3.489,2.547,5.612,4.803,10.9,12.32,15.51,7.006,13.18,Mid,Mid,Low,Mid,High,High,Mid,High,Mid,High,4,Yes
TCGA-LN-A4A1-01,TCGA-LN-A4A1-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,4.053,1.691,0.0,5.387,5.136,9.577,12.07,15.35,6.115,13.29,Mid,Mid,Low,Low,High,High,Mid,High,Mid,High,4,Yes
TCGA-VR-A8ER-01,TCGA-VR-A8ER-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,4.021,5.263,4.35,5.92,10.2,9.322,12.21,13.59,6.925,13.08,Mid,High,Mid,Mid,High,High,Mid,High,Mid,High,5,Yes
TCGA-L7-A6VZ-01,TCGA-L7-A6VZ-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,4.0,0.0,2.208,4.978,4.0,6.83,14.38,12.66,10.65,11.74,Mid,Low,Low,Low,Mid,Mid,High,High,High,Mid,3,Yes
TCGA-IG-A8O2-01,TCGA-IG-A8O2-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,3.999,2.289,5.792,5.101,3.598,7.666,12.93,12.91,5.124,12.1,Mid,Mid,Mid,Low,Mid,Mid,Mid,High,Mid,Mid,1,No
TCGA-LN-A4A9-01,TCGA-LN-A4A9-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,3.955,2.628,3.368,5.665,6.779,11.23,12.07,14.45,2.628,13.05,Mid,Mid,Mid,Mid,High,High,Mid,High,Mid,High,4,Yes
TCGA-L5-A43H-01,TCGA-L5-A43H-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,3.945,4.518,5.445,6.408,8.419,8.557,13.75,14.64,6.239,12.87,Mid,Mid,Mid,Mid,High,Mid,High,High,Mid,High,4,Yes
TCGA-KH-A6WC-01,TCGA-KH-A6WC-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,3.886,4.7,6.18,5.855,7.153,10.28,14.74,13.8,6.764,9.467,Mid,Mid,Mid,Mid,High,High,High,High,Mid,Low,4,Yes
TCGA-VR-AA7D-01,TCGA-VR-AA7D-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,3.883,4.286,5.335,5.626,3.685,9.882,11.7,14.6,5.248,14.69,Mid,Mid,Mid,Mid,Mid,High,Mid,High,Mid,High,3,Yes
TCGA-2H-A9GN-01,TCGA-2H-A9GN-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,3.86,1.838,3.015,4.096,6.073,7.466,12.95,12.41,6.646,12.67,Mid,Mid,Mid,Low,High,Mid,Mid,Mid,Mid,High,2,Yes
TCGA-LN-A4A6-01,TCGA-LN-A4A6-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,3.844,2.268,3.795,4.912,3.844,8.082,12.44,15.43,5.792,13.54,Mid,Mid,Mid,Low,Mid,Mid,Mid,High,Mid,High,2,Yes
TCGA-R6-A6Y0-01,TCGA-R6-A6Y0-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,3.83,2.928,4.699,5.847,6.862,9.316,14.24,13.17,11.42,11.2,Mid,Mid,Mid,Mid,High,High,High,High,High,Mid,5,Yes
TCGA-LN-A49R-01,TCGA-LN-A49R-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,3.82,4.236,5.218,6.167,8.789,9.751,12.0,13.44,7.504,12.34,Mid,Mid,Mid,Mid,High,High,Mid,High,Mid,High,4,Yes
TCGA-VR-A8EY-01,TCGA-VR-A8EY-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,3.789,1.151,1.502,2.948,3.655,5.548,12.46,18.13,6.465,13.22,Mid,Mid,Low,Low,Mid,Mid,Mid,High,Mid,High,2,Yes
TCGA-XP-A8T8-01,TCGA-XP-A8T8-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,3.767,1.633,1.927,3.525,4.993,6.423,13.13,14.97,8.785,11.44,Mid,Mid,Low,Low,High,Mid,Mid,High,High,Mid,3,Yes
TCGA-LN-A4A4-01,TCGA-LN-A4A4-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,3.684,2.556,5.22,4.258,7.015,6.824,13.46,15.53,4.921,12.16,Mid,Mid,Mid,Low,High,Mid,High,High,Mid,High,4,Yes
TCGA-L5-A8NK-01,TCGA-L5-A8NK-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,3.679,5.187,6.506,6.521,5.257,9.534,13.71,14.84,7.656,11.32,Mid,High,Mid,Mid,High,High,High,High,Mid,Mid,5,Yes
TCGA-RE-A7BO-01,TCGA-RE-A7BO-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,3.651,1.798,4.38,5.089,5.345,6.12,13.2,12.53,10.4,11.0,Mid,Mid,Mid,Low,High,Mid,High,Mid,High,Mid,3,Yes
TCGA-LN-A49O-01,TCGA-LN-A49O-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,3.603,2.449,4.101,5.197,4.795,10.41,11.53,15.96,6.504,14.26,Mid,Mid,Mid,Low,High,High,Mid,High,Mid,High,4,Yes
TCGA-IG-A6QS-01,TCGA-IG-A6QS-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,3.585,3.42,0.0,3.732,2.77,8.064,11.48,14.05,7.027,13.87,Mid,Mid,Low,Low,Mid,Mid,Mid,High,Mid,High,2,Yes
TCGA-LN-A7HV-01,TCGA-LN-A7HV-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,3.482,4.362,0.8339,4.613,5.209,7.886,12.32,14.81,3.264,12.85,Mid,Mid,Low,Low,High,Mid,Mid,High,Mid,High,3,Yes
TCGA-L5-A88Y-01,TCGA-L5-A88Y-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,3.392,4.258,3.268,7.551,5.436,9.795,13.41,13.42,11.21,12.09,Mid,Mid,Mid,Mid,High,High,High,High,High,Mid,5,Yes
TCGA-IG-A4QS-01,TCGA-IG-A4QS-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,3.339,3.017,3.603,5.72,5.148,8.551,12.55,11.61,9.263,9.747,Mid,Mid,Mid,Mid,High,Mid,Mid,Mid,High,Low,2,Yes
TCGA-V5-A7RE-01,TCGA-V5-A7RE-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,3.333,1.94,2.314,3.333,6.681,5.809,17.31,12.11,10.33,11.75,Mid,Mid,Low,Low,High,Mid,High,Mid,High,Mid,3,Yes
TCGA-VR-A8ET-01,TCGA-VR-A8ET-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,3.33,5.114,3.66,9.172,7.424,11.03,14.31,15.94,11.35,11.16,Mid,High,Mid,High,High,High,High,High,High,Mid,7,Yes
TCGA-VR-AA7I-01,TCGA-VR-AA7I-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,3.159,3.449,3.762,4.381,5.935,11.32,12.79,14.51,3.83,13.06,Mid,Mid,Mid,Low,High,High,Mid,High,Mid,High,4,Yes
TCGA-LN-A4A5-01,TCGA-LN-A4A5-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,3.129,4.204,3.417,5.916,3.417,8.444,12.83,14.58,2.624,12.56,Mid,Mid,Mid,Mid,Mid,Mid,Mid,High,Mid,High,2,Yes
TCGA-L7-A56G-01,TCGA-L7-A56G-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,3.113,5.508,3.515,3.424,5.732,8.987,13.51,14.62,8.024,12.7,Mid,High,Mid,Low,High,Mid,High,High,High,High,6,Yes
TCGA-L5-A4ON-01,TCGA-L5-A4ON-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,3.094,1.111,3.587,4.76,5.358,6.898,13.95,13.52,11.4,11.39,Mid,Mid,Mid,Low,High,Mid,High,High,High,Mid,4,Yes
TCGA-IG-A3YB-01,TCGA-IG-A3YB-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,3.083,4.243,5.145,6.14,4.353,9.851,13.15,14.02,1.697,12.09,Mid,Mid,Mid,Mid,Mid,High,High,High,Low,Mid,3,Yes
TCGA-LN-A7HX-01,TCGA-LN-A7HX-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,3.072,2.475,1.714,5.09,5.74,8.333,12.81,14.21,1.714,14.12,Mid,Mid,Low,Low,High,Mid,Mid,High,Low,High,3,Yes
TCGA-Q9-A6FU-01,TCGA-Q9-A6FU-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,3.034,3.116,5.555,5.584,7.243,9.882,13.03,19.98,6.54,13.85,Mid,Mid,Mid,Mid,High,High,Mid,High,Mid,High,4,Yes
TCGA-IG-A97H-01,TCGA-IG-A97H-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,2.978,3.806,2.269,5.477,6.972,6.99,11.59,14.78,9.528,12.82,Mid,Mid,Low,Mid,High,Mid,Mid,High,High,High,4,Yes
TCGA-R6-A6Y2-01,TCGA-R6-A6Y2-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,2.969,4.011,4.521,5.595,4.176,9.179,13.25,9.587,12.67,13.45,Mid,Mid,Mid,Mid,Mid,High,High,Low,High,High,4,Yes
TCGA-JY-A6FB-01,TCGA-JY-A6FB-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,2.902,1.659,1.056,4.057,4.233,6.655,15.8,12.83,11.25,12.47,Mid,Mid,Low,Low,Mid,Mid,High,High,High,High,4,Yes
TCGA-IG-A3QL-01,TCGA-IG-A3QL-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,2.896,1.577,1.577,2.312,7.632,4.48,12.76,13.64,5.076,12.17,Mid,Mid,Low,Low,High,Low,Mid,High,Mid,High,3,Yes
TCGA-2H-A9GJ-01,TCGA-2H-A9GJ-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,2.826,4.665,3.48,4.108,6.225,8.427,14.13,12.55,11.2,11.67,Mid,Mid,Mid,Low,High,Mid,High,Mid,High,Mid,3,Yes
TCGA-L5-A88V-01,TCGA-L5-A88V-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,2.809,0.0,3.001,6.563,10.2,6.821,19.76,11.9,10.18,11.92,Mid,Low,Mid,Mid,High,Mid,High,Mid,High,Mid,3,Yes
TCGA-L5-A88Z-01,TCGA-L5-A88Z-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,2.797,3.048,4.707,5.919,11.9,7.819,13.77,13.48,4.185,12.47,Mid,Mid,Mid,Mid,High,Mid,High,High,Mid,High,4,Yes
TCGA-S8-A6BW-01,TCGA-S8-A6BW-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,2.68,0.5769,0.0,4.883,8.967,7.837,12.62,14.52,6.243,13.33,Mid,Low,Low,Low,High,Mid,Mid,High,Mid,High,3,Yes
TCGA-LN-A5U6-01,TCGA-LN-A5U6-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,2.642,1.631,0.6081,3.383,3.763,7.591,11.92,15.21,1.035,12.82,Mid,Mid,Low,Low,Mid,Mid,Mid,High,Low,High,2,Yes
TCGA-LN-A8I0-01,TCGA-LN-A8I0-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,2.62,1.441,1.837,4.645,8.291,9.401,12.13,13.57,8.462,12.65,Mid,Mid,Low,Low,High,High,Mid,High,High,High,5,Yes
TCGA-R6-A6XG-01,TCGA-R6-A6XG-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,2.389,3.333,0.6828,1.494,4.26,5.498,13.22,11.8,9.932,10.2,Low,Mid,Low,Low,Mid,Mid,High,Mid,High,Low,2,Yes
TCGA-LN-A5U7-01,TCGA-LN-A5U7-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,2.378,2.378,3.321,4.458,5.299,7.226,11.47,16.21,3.035,12.73,Low,Mid,Mid,Low,High,Mid,Mid,High,Mid,High,3,Yes
TCGA-L5-A8NI-01,TCGA-L5-A8NI-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,2.364,1.474,1.474,4.592,5.326,7.7,14.27,11.51,10.42,12.03,Low,Mid,Low,Low,High,Mid,High,Mid,High,Mid,3,Yes
TCGA-R6-A6XQ-01,TCGA-R6-A6XQ-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,2.301,1.362,1.747,2.865,5.215,6.574,12.63,10.57,8.019,12.06,Low,Mid,Low,Low,High,Mid,Mid,Mid,High,Mid,2,Yes
TCGA-R6-A6L4-01,TCGA-R6-A6L4-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,2.188,3.02,2.188,4.88,5.941,7.814,13.3,12.95,10.32,10.12,Low,Mid,Low,Low,High,Mid,High,High,High,Low,4,Yes
TCGA-LN-A4MR-01,TCGA-LN-A4MR-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,2.177,3.008,4.421,6.255,8.11,8.309,12.4,14.43,11.19,12.5,Low,Mid,Mid,Mid,High,Mid,Mid,High,High,High,4,Yes
TCGA-LN-A9FR-01,TCGA-LN-A9FR-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,2.161,0.6586,1.961,4.903,4.448,6.484,11.74,15.58,2.634,13.11,Low,Low,Low,Low,Mid,Mid,Mid,High,Mid,High,2,Yes
TCGA-R6-A6DN-01,TCGA-R6-A6DN-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,2.146,2.864,0.6518,5.068,4.576,7.6,12.9,13.35,12.4,11.76,Low,Mid,Low,Low,High,Mid,Mid,High,High,Mid,3,Yes
TCGA-L5-A891-01,TCGA-L5-A891-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,2.134,1.601,0.7467,2.523,4.946,5.494,12.83,11.29,12.62,12.5,Low,Mid,Low,Low,High,Mid,Mid,Mid,High,High,3,Yes
TCGA-L5-A88W-01,TCGA-L5-A88W-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,2.086,1.89,1.662,3.563,4.865,9.09,12.22,14.28,3.806,13.34,Low,Mid,Low,Low,High,High,Mid,High,Mid,High,4,Yes
TCGA-LN-A9FQ-01,TCGA-LN-A9FQ-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,2.065,2.065,2.448,5.196,6.151,8.136,12.55,14.13,5.802,12.98,Low,Mid,Low,Low,High,Mid,Mid,High,Mid,High,3,Yes
TCGA-LN-A49V-01,TCGA-LN-A49V-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,2.03,3.158,1.215,4.218,0.0,6.958,12.28,13.63,6.077,12.51,Low,Mid,Low,Low,Low,Mid,Mid,High,Mid,High,2,Yes
TCGA-L5-A8NF-01,TCGA-L5-A8NF-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,1.992,2.451,2.945,4.348,8.692,7.155,13.69,12.56,13.21,11.83,Low,Mid,Mid,Low,High,Mid,High,Mid,High,Mid,3,Yes
TCGA-L5-A88S-01,TCGA-L5-A88S-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,1.946,0.9639,2.264,5.811,3.256,7.067,11.96,14.0,7.804,13.67,Low,Low,Low,Mid,Mid,Mid,Mid,High,Mid,High,2,Yes
TCGA-L5-A4OM-01,TCGA-L5-A4OM-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,1.883,3.47,4.207,5.646,5.958,7.604,12.85,15.34,6.498,13.3,Low,Mid,Mid,Mid,High,Mid,Mid,High,Mid,High,3,Yes
TCGA-IG-A3I8-01,TCGA-IG-A3I8-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,1.876,4.09,0.6175,3.732,5.862,6.304,12.1,15.27,4.95,13.25,Low,Mid,Low,Low,High,Mid,Mid,High,Mid,High,3,Yes
TCGA-R6-A6L6-01,TCGA-R6-A6L6-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,1.866,1.216,4.077,4.077,3.69,7.802,13.56,11.74,10.6,12.27,Low,Mid,Mid,Low,Mid,Mid,High,Mid,High,High,3,Yes
TCGA-LN-A4MQ-01,TCGA-LN-A4MQ-01,TCGA Esophageal Carcinoma,Primary Tumor,TCGA,Esophagus,1.72,4.217,2.021,3.112,5.115,7.017,12.79,14.04,1.72,11.72,Low,Mid,Low,Low,High,Mid,Mid,High,Low,Mid,2,Yes
